,smiles
2061,Cc1cn2c(nc3c2c(=O)[nH]c(=O)n3Cc2ccccc2)[nH]1
2062,CCCNc1nc(-c2cnn(Cc3ccccc3)c2)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O
2063,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NOC)nc(Cl)nc31)[C@H](O)[C@@H]2O
2064,COc1ccccc1-n1cc2nc(-c3cccs3)nc(N)c2n1
2065,CCCCC#Cc1nc(NCc2cccc(F)c2)c2ncn([C@@H]3SC[C@@H](O)[C@H]3O)c2n1
2066,CCCCC#Cc1nc(NCc2cccc(Cl)c2)c2ncn([C@@H]3OC[C@@H](O)[C@H]3O)c2n1
2067,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(OCCCN3CCCC3)ccc1C2
2068,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CCC)c1=O
2069,Nc1nc2ccccc2c2cn(-c3ccc(Cl)cc3)nc12
2070,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(OCCCN3CCCCC3)ccc1C2=O
2071,CC[C@@H](Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@@H]2C[C@@H]21)C1CC1
2072,Cc1ccccc1-n1cc2c(n1)c(NC1CCCC1)nc1ccccc12
2073,O=C(Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccc(Br)cc3)nn12)c1ccccc1
2074,CCCCn1c(=O)c2c(nc3n2CCCN3CCc2ccc(OCC(=O)NCCN(CC)CC)cc2)n(CCCC)c1=O
2075,COc1cccc(NC(=Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)Nc2cccc(OC)c2)c1
2076,Fc1cccc(-n2cc3c(n2)c(NC2CCCCC2)nc2ccccc23)c1
2077,Cn1cc2c(nc(NCCCCCCO)n3nc(-c4ccco4)nc23)n1
2078,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(C)cc5)CC4)cc3)[nH]c2c1=O
2079,CCC(=O)Nc1nc(-c2ccc(C)cc2)cc(-c2ccc(C)cc2)n1
2080,CCc1ccc(-n2cc3c(O)nc4ccccc4c3n2)cc1
2081,CNc1nc(-n2cc(C(=O)NCc3ccc(Cl)cc3)cn2)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O
2082,Nc1nc(NCc2cnccn2)nc2sc(-c3ccco3)nc12
2083,Nc1nc2ccccc2n2c(=O)n(-c3cccc(F)c3)nc12
2084,O=C(C/C=C/c1ccccc1)Nc1nc2ccccc2c(=O)s1
2085,COc1ccc(-n2nc3c(N)nc4ncccc4n3c2=O)cc1
2086,CNC(=O)c1cnn(-c2nc(NC3CCCCC3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
2087,CCOC(=O)c1cnc(NN)n2nc(-c3ccco3)nc12
2088,COc1ccc(CNc2ncc(C(=O)O)c3nc(-c4ccco4)nn23)cc1OC
2089,CCSC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O
2090,Nc1nc(Cl)nc2c1ncn2[C@@]12C[C@H](O)[C@H](O)[C@@H]1C2
2091,CCCCC#Cc1nc(NC2CCCC2)c2ncn([C@H]3[C@H](O)[C@H](O)[C@@H]4C[C@@H]43)c2n1
2092,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(OC)ccc4OC)ncnc32)[C@H](O)[C@@H]1N
2093,Cn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc21
2094,COc1cccc(CNc2nc(N)c3nc(-c4ccc(C)o4)sc3n2)c1
2095,CCC(=O)Nc1cc(-c2ccccc2F)nc(-c2ccccc2F)n1
2096,CCCn1c(=O)[nH]c2nc(-c3cnn(Cc4cccc(F)c4)c3)[nH]c2c1=O
2097,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@H](Cc5ccccc5)C(=O)OC)cc4)nc32)[C@H](O)[C@@H]1O
2098,Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@@H]2C[C@@H]21
2099,CCCn1ncc2nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc3c21
2100,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NCc3cccc(I)c3)ncnc21
2101,Cl.NCC(=O)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
2102,Oc1nc2ccc(Cl)cc2n2nc(-c3ccccc3)nc12
2103,O=[N+]([O-])c1nc(NCc2ccccc2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
2104,Nc1nc(CCCc2ccccc2)nc2cn(-c3ccccc3F)nc12
2105,O=C(O)c1cnc(NC2CC2)n2nc(-c3ccco3)nc12
2106,Nc1nc(NCc2cccs2)nc2sc(-c3cnccn3)nc12
2107,COc1ccc(-c2nc(-c3ccc(OC)cc3)c3[nH]cnc3n2)cc1
2108,COc1nc2ccccc2c2nn(-c3ccccc3)cc12
2109,CCOC(=O)N1Cc2nc(-c3ccccc3)nn2-c2cc(Cl)ccc21
2110,CCCSc1nc(NC(C)=O)cc(OC)n1
2111,CCCC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1
2112,Nc1nc(-c2ccco2)c2nnn(Cc3ccccc3[N+](=O)[O-])c2n1
2113,c1ccc2nc(-c3nc4cc[nH]cc-4n3)cnc2c1
2114,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](C)Cc5ccc(Br)cc5)nc43)[C@H](O)[C@@H]2O)n1
2115,CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC)c1CCCO
2116,CCOC(=O)C1=C(c2ccccc2)N=C(C)/C(=C(/O)OCc2ccccc2)C1C#Cc1ccccc1
2117,CSc1nc(NC(=O)C(c2ccccc2)c2ccccc2)n2nc(-c3ccco3)nc2n1
2118,O=C(Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1)C1CCCC1
2119,CC(C)Nc1nc(NC(=O)Nc2ccccc2)n2nc(-c3ccco3)nc2n1
2120,O=C(Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1)C1CCCC1
2121,COC(=O)C1=C2C=CN(C)C=C2c2nc(-c3ccccc3)nn2C1
2122,OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC4CCCC4)ncnc31)[C@H](O)[C@@H]2O
2123,OC[C@H]1OC(n2cnc3c(NCc4cccc(I)c4)nc(-n4cc(-c5ccccn5)cn4)nc32)[C@H](O)[C@@H]1O
2124,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(CCC)c1=O
2125,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(O)c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O
2126,CCC(CC)c1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1
2127,CCCOC(=O)N1Cc2nc(-c3ccccc3)nn2-c2cc(C)ccc21
2128,N#Cc1c(N)nc(SCc2ncc[nH]2)c(C#N)c1-c1ccccc1
2129,COC(=O)C1=C2C=CC(C)C=C2c2nc(-c3ccccc3)nn2C1
2130,COc1cccc(CCC(=O)Nc2nc3ccccc3c(=O)s2)c1
2131,Cn1cc2c(nc(NNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1
2132,CCCn1c(=O)[nH]c2[nH]c(-c3ccc(Br)cc3)nc2c1=O
2133,O=c1n(-c2cccc(F)c2)nc2c(NC3CCCC3)nc3ccccc3n12
2134,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(-c3nc4ccccc4c(=O)n3-c3ccccc3)s2)cc1
2135,Cl.Cn1cc2c(nc(NN)n3nc(-c4ccco4)nc23)n1
2136,Nc1nc(NCCc2cccnc2)nc2sc(-c3ccco3)nc12
2137,CCCCn1cc2c(nc(NC(=O)Cc3ccc4ccccc4c3)n3nc(-c4ccco4)nc23)n1
2138,NC(=O)/N=N/Nc1nc(Nc2ccccc2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
2139,CCOc1ccc(-n2nc3c(=O)[nH]c4ccccc4n3c2=O)cc1
2140,Nc1cccc2c1nc(N)c1nn(-c3ccc(O)cc3)c(=O)n12
2141,N#Cc1c(N)nc(SCC(N)=O)c(C#N)c1-c1ccco1
2142,O=C(Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1)C1CCC1
2143,O=C(Nc1ccccc1)Nc1nn(-c2ccccc2)c(=O)c2ccccc12
2144,Nc1nc(/N=N/NC(=O)Nc2ccccc2Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2145,O=C(Cc1ccc2ccccc2c1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
2146,c1ccc(-c2cc(-c3ccccc3)c3nc[nH]c3n2)cc1
2147,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCc4cn(-c5ccc(C(=O)O)cc5)nn4)nc31)[C@H](O)[C@@H]2O
2148,CCOC(=O)c1c(C)nc(-c2ccccc2)c(C(=O)OCC)c1CC
2149,O=c1[nH]c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2c(=O)n1CC1CC1
2150,CCNc1nc(NC(=O)CC2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2151,O=C(Nc1nc(C(=O)Nc2ccccc2)c2ccccc2n1)c1ccccc1
2152,CCCn1c(=O)c2[nH]c(-c3ccccc3)c(O)c2n(CCC)c1=O
2153,CCOc1nc2nn(C)cc2c2nc(-c3ccco3)nn12
2154,CC(=O)Cn1c(=O)c2c(nc3[nH]c(C)cn32)n(Cc2ccccc2)c1=O
2155,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NC(C3CC3)C3CC3)nc(I)nc21
2156,CCNc1c2c(nc(NC(=O)Cc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)nn1C
2157,CCCn1c(=O)c2nc(-c3ccc(S(=O)(=O)[O-])cc3)[nH]c2n(CCC)c1=O.[K+]
2158,CCCn1c(=O)c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2n(CCC)c1=O
2159,CC[C@H](C)Oc1cc(NC(C)=O)nc(SCc2ccccc2)n1
2160,O=c1[nH]cnc2cn(-c3ccccc3)nc12
2161,O=C(Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccccc2)n1)C1CCCC1
2162,Cn1cc2c(nc(NCc3ccc(-c4ccccc4)cc3)n3nc(-c4ccco4)nc23)n1
2163,O[C@@H]1[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(NCc3cccc(I)c3)ncnc21
2164,Cc1ccc(-n2cc3c(n2)c(N)nc2ccccc23)cc1
2165,CCSC(=O)c1c(CC)nc(-c2ccccc2)c(C(=O)OCCO)c1CC
2166,CCCCn1cc2c(nc(NC(=O)Cc3ccsc3)n3nc(-c4ccco4)nc23)n1
2167,CCCCn1cc2c(nc(NC(=O)Cc3ccc(-c4ccccc4)cc3)n3nc(-c4ccco4)nc23)n1
2168,Cc1ccc(-c2nc(NC(=O)C3CC3)ccc2-c2ccncc2)o1
2169,Nc1nc(/N=N/NC(=O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2170,Nc1nc(-c2cccc(O)c2)nc2sc(-c3ccccc3)nc12
2171,Cc1nc(Nc2ccccc2)sc1C(=O)c1cnc(N)n1-c1ccc(F)cc1
2172,Cn1c(-c2ccco2)nc2c(NC(=O)C(c3ccccc3)c3ccccc3)ncnc21
2173,CCCSC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O
2174,CCCc1c(C(=O)SCC)c(CCSC(C)=O)nc(-c2ccccc2)c1C(=O)OCC
2175,O=c1c2ncn3nc(-c4ccccc4)cc3c2c(C2CCC2)nn1Cc1ccccc1
2176,CCCc1c(C(=O)SCC)c(C)nc(-c2ccccc2)c1C(=O)OCC
2177,CC(C(=O)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12)(c1ccccc1)c1ccccc1
2178,CCC(C)Oc1cc(NC(C)=O)nc(SCc2ccccc2)n1
2179,CCOC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cc(Cl)ccc4OC)nc(Cl)nc31)[C@H](O)[C@@H]2O
2180,COc1ccccc1Cn1cc2nc(-c3ccco3)nc(N)c2n1
2181,CCn1cc2c(nc(NC(=O)Cc3cccs3)n3nc(-c4ccco4)nc23)n1
2182,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1
2183,Cc1ccc(N2CN3C(=N2)C(=O)Nc2ccccc23)cc1
2184,CCOC(=O)C1=C(c2ccccc2)N=C(C)/C(=C(/O)OCC)C1/C=C/c1ccc(N)cc1
2185,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)cc2n(CCC)c1=O
2186,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(OCCCN3CCCC3)ccc1C2=O
2187,O=C(Nc1nc(-c2ccccn2)cc2ccccc12)c1ccccc1
2188,c1ccc(-c2nc(-c3ccccc3)c3nc(C4CCCCC4)nc-3[nH]2)cc1
2189,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCC(c3ccccc3)c3ccccc3)nc(C#Cc3ccccc3)nc21
2190,NC(=O)N[C@H]1[C@@H](O)[C@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)O[C@@H]1CO
2191,CCCn1c(=O)c2c(nc3n2CC(c2ccccc2)=C3)n(Cc2ccccc2)c1=O
2192,O=C(Nc1nc(-c2ccccc2)n[nH]1)c1ccc(Cl)cc1
2193,OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1
2194,CCCC(=O)Nc1nc(-c2ccccc2)n[nH]1
2195,O=c1[nH]c(=O)n(Cc2ccccc2)c2nc3cc(-c4ccccc4)ccn3c12
2196,CCCn1c(=O)c2c(nc3n(CC)c(C)cn23)n(Cc2ccccc2)c1=O
2197,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@@H](Cc5c[nH]c6ccccc56)C(=O)O)cc4)nc32)[C@H](O)[C@@H]1O
2198,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccn3)s2)cc1
2199,CCN(CC)C(=S)SSC(=S)N(CC)CC
2200,O=c1n(-c2ccccc2)nc2c(NCCc3ccccc3)nc3ccccc3n12
2201,Nc1nc([N+](=O)[O-])nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2202,O=C(Cc1ccccc1)Nc1nc(-c2ccccc2)nc2cn(Cc3ccccc3)nc12
2203,Cc1cn2c(NC(=O)C3CCCCC3)nc(-c3ccccc3)nc2n1
2204,CCOc1ccc(-n2nc3c(N)nc4ccccc4n3c2=O)cc1
2205,Nc1nc(-c2ccco2)c2nnn(Cc3c(F)cccc3F)c2n1
2206,CCCCn1c(=O)c2c(nc3n2CCCN3CCc2ccc(OCC(=O)NCCN3CCCC3)cc2)n(CCCC)c1=O
2207,CC(C)Cn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(C)c1=O
2208,CCOC(=O)Nc1nc(-c2ccccc2)c(C(=O)c2ccccc2)s1
2209,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)NCCCOCCOOCCCCCNC(=S)Nc4ccc(-c5c6ccc(=O)cc-6oc6cc(O)ccc56)c(C(=O)O)c4)cc3)n3nc(-c4ccco4)nc23)n1
2210,CC(C)CCn1cc2c(nc(NC(=O)Cc3c(Cl)cccc3Cl)n3nc(-c4ccco4)nc23)n1
2211,O=c1[nH]c(-c2ccc(O)cc2)cn2c(=O)n(-c3ccccc3)nc12
2212,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)OCCCOCCOCCOCCCNC(=S)Nc4ccc(-c5c6ccc(=O)cc-6oc6cc(O)ccc56)c(C(=O)O)c4)cc3)n3nc(-c4ccco4)nc23)n1
2213,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(OC(C)=O)c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O
2214,COc1ccc(NC(=O)Nc2nc3cnn(CCc4ccccc4)c3c3nc(-c4ccco4)nn23)cc1
2215,O=C(Nc1nc(-c2ccccc2)c(C(=O)c2ccccc2)s1)c1ccco1
2216,NC(=O)/N=N/Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
2217,Nc1nc(-c2cccs2)nc2cn(-c3ccccc3O)nc12
2218,CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCCCC4)cc3)[nH]c2c1=O
2219,CCCOc1cnc2c(c1)[nH]c1c(=O)n(CCC)c(=O)n(CCC)c12
2220,O=C(Nc1nc2ccccc2c2cn(-c3ccccc3)nc12)c1ccncn1
2221,CCCOC(=O)c1c(C)nc(-c2ccccc2)c(C(=O)OCC)c1C
2222,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCc3cccc(Cl)c3)nc(C#Cc3cccc(Cl)c3)nc21
2223,COc1ccn2c(c1)nc1c2c(=O)[nH]c(=O)n1Cc1ccccc1
2224,CC(=O)Nc1nc(SCCO)c(C#N)c(-c2ccco2)c1C#N
2225,CC(C)NC(=O)[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
2226,CC(C)SC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O
2227,COc1ccc(NC(=O)Nc2nc3nn(C)c(SC)c3c3nc(-c4ccco4)nn23)cc1
2228,c1ccc(-n2cc3cnc4ccccc4c3n2)cc1
2229,NCCCCCC(=O)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12
2230,COc1ccc(Cn2c(=O)c3c(nc4ccccn43)n(Cc3ccccc3)c2=O)cc1
2231,COc1cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc(OC)c1OC
2232,COc1ccc(-n2nc3c(=O)[nH]c(-c4ccccc4)cn3c2=O)cc1
2233,CC(C)CCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1
2234,Nc1cc([N+](=O)[O-])nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2235,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[N+](=O)[O-])[C@@H](O)[C@H]1O
2236,Nc1nc(NCCc2ccccc2)nc2sc(-c3ccco3)nc12
2237,COc1ccc(-n2nc3c(NC(=O)c4ccccc4)nc4c([N+](=O)[O-])cccc4n3c2=O)cc1
2238,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cc(C#CCO)ccc4Cl)nc(Cl)nc31)[C@H](O)[C@@H]2O
2239,CCCC/C=C/c1nc(N)c2ncn([C@@H]3OC[C@@H](O)[C@H]3O)c2n1
2240,CCOC(=O)c1c(CC)c(C(=O)SCC)c(CC)[n+](C)c1-c1ccccc1
2241,CCOC(=O)c1c(CC)c(C(=O)SCC)c(CC)[n+](C)c1-c1ccccc1.[I-]
2242,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@H](CCCNC(=N)N)C(=O)O)cc4)nc32)[C@H](O)[C@@H]1O
2243,CCCCC#Cc1nc(NCc2cccc(I)c2)c2ncn([C@@H]3OC[C@@H](O)[C@H]3O)c2n1
2244,Sc1nc2ccccc2c2nn(-c3ccccc3)cc12
2245,CCOC(=O)C1=C(c2ccccc2)N=C(C)/C(=C(/O)OCC)C1C#Cc1cccc(C)c1
2246,NC(=O)N[C@H]1[C@@H](O)[C@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)O[C@@H]1CO
2247,CCCCCCSC(=O)c1c(CC)nc(-c2cccc(Cl)c2)c(C(=O)OCCC)c1CC
2248,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCC3)ncnc21
2249,Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccc(Br)cc3)nn12
2250,CCc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N
2251,O=[N+]([O-])c1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
2252,Cn1cc2c(nc(NC(=O)COc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1
2253,O=C(Nc1nc(-c2ccccc2)nc2cn(Cc3ccccc3)nc12)c1ccccc1
2254,CCCSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C
2255,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCCc4ccc(OC)c(O)c4)nc(OCCCC4CCCCC4)nc31)[C@H](O)[C@@H]2O
2256,Cc1ccc(-c2nc(N)c3nn(Cc4cccc(O)c4)cc3n2)o1
2257,Cc1nc2cn(-c3ccccc3F)nc2c(=O)[nH]1
2258,CCNc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C
2259,Cc1nc2sc(-n3cccc3)nc2c(=O)[nH]1
2260,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(NC(C)Cc5ccc(Br)cc5)nc43)[C@H](O)[C@@H]2O)n1
2261,COc1cccc(-n2cc3c(n2)c(N)nc2ccccc23)c1
2262,OC[C@H]1O[C@@H](n2cnc3c(NC4C5CCC4CC5)ncnc32)[C@H](O)[C@@H]1O
2263,CCOC(=O)C1=C(C)NC(C2CCCCC2)=C(C(=O)OCc2ccccc2)C1C#Cc1ccccc1
2264,Cc1cn2c(=O)n(-c3ccc(O)cc3)nc2c(=O)[nH]1
2265,CC1(C)c2ccc(C(=O)NCCc3ccc(Nc4ncnc5c4ncn5[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)cc3)cc2C(C)(C)N1[O]
2266,O=C(Nc1nc(-c2ccccn2)nc2ccccc12)c1ccccc1
2267,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(OCCCN3CCCCC3)ccc1C2
2268,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(NC(C)Cc5ccc(C(F)(F)F)cc5)nc43)[C@H](O)[C@@H]2O)n1
2269,CC(=O)Nc1nc(-c2ccccc2)nc2nc(C)cn12
2270,COc1ccc(-c2nc3n(n2)-c2cc(C)ccc2N(C(=O)OCc2ccccc2)C3)cc1
2271,Nc1nc(OCCc2c[nH]c3ccccc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2272,O[C@@H]1[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(Nc3ccc(Cl)cc3F)nc(Cl)nc21
2273,Nc1nc(OCCc2c[nH]c3ccc(Br)cc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2274,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCc4cn(CCCCCCC(=O)NCCOCOCOCOCNC5SCC6NC(=O)NC65)nn4)nc31)[C@H](O)[C@@H]2O
2275,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(N[C@@H]3C[C@H]4CC[C@H]3C4)nc(Cl)nc21
2276,CCOC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O
2277,CC(=O)Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1
2278,CCOC(=O)c1cnc(N)n2nc(-c3ccco3)nc12
2279,Cc1cc(Cl)cc2[nH]c(-c3cnc4ccccc4n3)nc12
2280,O=C(Nc1nc(-c2ccccc2)nc2ccccc12)c1ccccc1
2281,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@](C)(O)[C@@H]1O
2282,Nc1nc(-c2ccco2)c2nnn(Cc3ccco3)c2n1
2283,Cn1cc2c(nc(NCCCO)n3nc(-c4ccco4)nc23)n1
2284,Nc1nc2cn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12
2285,Clc1ccc(-c2[nH]c(-c3ccccc3)nc3nc(C4CCCCC4)nc2-3)cc1
2286,CCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC)c1CCN1C(=O)c2ccccc2C1=O
2287,CC(C)(C)C(=O)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12
2288,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
2289,COC(=O)N1Cc2nc(-c3ccccc3)nn2-c2ccccc21
2290,COCCNc1nc2nn(C)cc2c2nc(-c3ccco3)nn12
2291,COc1ccc(-n2cc3nc(-c4cccs4)[nH]c(=O)c3n2)cc1
2292,N#Cc1cccc(-c2nc(N)c3nc(-c4ccccc4)sc3n2)c1
2293,CCCOC(=O)c1c(-c2ccccc2)nc(CC)c2c1CCSC2=O
2294,Cc1nc2sc(-c3cccs3)nc2c(=O)[nH]1
2295,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N4CCN(c5ccc(OCc6ccncc6)cc5)CC4)nc32)[C@H](O)[C@@H]1O
2296,CCCCn1c(=O)c2c(nc3n2CCCN3CCc2ccc(OCC(=O)NCCCN(CC)CC)cc2)n(CCCC)c1=O
2297,Nc1nc(Cc2cccs2)nc2cn(-c3ccccc3)nc12
2298,CCn1c(=O)n(CC(C)C)c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc21
2299,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@H](Cc5c[nH]c6ccccc56)C(=O)OC)cc4)nc32)[C@H](O)[C@@H]1O
2300,O=C(Nc1nc(NCc2ccccc2)nc2nc(-c3ccco3)nn12)c1ccccc1
2301,CCOC(=O)c1cnn(-c2nc(NC34CCC(CC3)C4)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
2302,COc1ccc(-n2cc3nc(Cc4ccccc4)[nH]c(=O)c3n2)cc1
2303,O=c1[nH]c2ncccc2n2c(=O)n(-c3ccccc3)nc12
2304,CC(C)c1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N
2305,Cn1cc2c(nc(NCCCCO)n3nc(-c4ccco4)nc23)n1
2306,Oc1nc2ccccc2c2cc(-c3ccccn3)nn12
2307,CN1CCC(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)CC1
2308,CSC[C@H]1O[C@@H](n2cnc3c(N)nc(N/N=C/CC(C)C)nc32)[C@H](O)[C@@H]1O
2309,Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CCl)C[C@H]12
2310,Nc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1
2311,COc1ccc(-n2nc3c(N)nc(C)cn3c2=O)cc1
2312,CC(C)Nc1nc(NC(=O)Cc2ccccc2)n2nc(-c3ccco3)nc2n1
